,Year,Month,Manufacturer,Model,Quantity
1710,2013,11,Skoda ,Skoda Octavia,524
1711,2013,11,Nissan ,Nissan Leaf,512
1712,2013,11,Toyota ,Toyota Yaris,383
1713,2013,11,Volvo ,Volvo V70,306
1714,2013,11,Volvo ,Volvo V40,260
1715,2013,11,Toyota ,Toyota Rav4,259
1716,2013,11,Mazda ,Mazda CX-5,250
1717,2013,11,Volkswagen ,Volkswagen Passat,243
1718,2013,11,Volvo ,Volvo V60,220
1719,2013,11,Ford ,Ford Focus,203
1720,2013,11,Volkswagen ,Volkswagen Tiguan,181
1721,2013,11,Mercedes-Benz ,Mercedes-Benz A-klasse,151
1722,2013,11,Audi ,Audi A3,147
1723,2013,11,Mitsubishi ,Mitsubishi Outlander,145
1724,2013,11,BMW ,BMW 3-serie,141
1725,2013,11,Nissan ,Nissan Qashqai,131
1726,2013,11,Audi ,Audi A4,122
1727,2013,11,Toyota ,Toyota Avensis,102
1728,2013,12,Tesla ,Tesla Model S,553
1729,2013,12,Volvo ,Volvo V40,542
1730,2013,12,Volvo ,Volvo V70,542
1731,2013,12,Skoda ,Skoda Octavia,510
1732,2013,12,Volkswagen ,Volkswagen Golf,461
1733,2013,12,Volvo ,Volvo V60,416
1734,2013,12,Volkswagen ,Volkswagen up!,368
1735,2013,12,Volvo ,Volvo XC60,350
1736,2013,12,Nissan ,Nissan Leaf,337
1737,2013,12,Toyota ,Toyota Auris,311
1738,2013,12,Mercedes-Benz ,Mercedes-Benz A-klasse,215
1739,2013,12,Toyota ,Toyota Yaris,211
1740,2013,12,Suzuki ,Suzuki SX4,211
1741,2013,12,Volkswagen ,Volkswagen Tiguan,202
1742,2013,12,Mazda ,Mazda CX-5,187
1743,2013,12,Toyota ,Toyota RAV4,185
1744,2013,12,Ford ,Ford Focus,179
1745,2013,12,Volkswagen ,Volkswagen Passat,179
1746,2013,12,Honda ,Honda CR-V,178
1747,2013,12,Ford ,Ford Kuga,174
1748,2013,12,Audi ,Audi A3,170
1749,2013,12,Opel ,Opel Mokka,155
1750,2013,12,Mitsubishi ,Mitsubishi ASX,155
1751,2013,12,Kia ,Kia Sportage,154
1752,2013,12,Mitsubishi ,Mitsubishi Outlander,150
1753,2013,12,Subaru ,Subaru Forester,134
1754,2013,12,Volkswagen ,Volkswagen Polo,132
1755,2013,12,Ford ,Ford Mondeo,117
1756,2013,12,Ford ,Ford Fiesta,111
1757,2013,12,Mercedes-Benz ,Mercedes-Benz E-klasse,106
1758,2013,12,Audi ,Audi A4,103
1759,2013,12,Ford ,Ford S-Max,101
1760,2013,12,BMW ,BMW 3-serie,97
1761,2013,12,Nissan ,Nissan Qashqai,96
1762,2013,12,Mercedes-Benz ,Mercedes-Benz B-klasse,86
1763,2013,12,BMW ,BMW X3,83
1764,2013,12,BMW ,BMW 1-serie,83
1765,2013,12,Opel ,Opel Insignia,78
1766,2013,12,Peugeot ,Peugeot 2008,72
1767,2013,12,Hyundai ,Hyundai ix35,70
1768,2013,12,BMW ,BMW X1,65
1769,2013,12,Skoda ,Skoda Yeti,65
1770,2013,12,Skoda ,Skoda Superb,64
1771,2013,12,Mercedes-Benz ,Mercedes-Benz GLK,64
1772,2013,12,Mercedes-Benz ,Mercedes-Benz C-klasse,63
1773,2013,12,Skoda ,Skoda Rapid,63
1774,2013,12,Mercedes-Benz ,Mercedes-Benz CLA,61
1775,2013,12,Kia ,Kia cee'd,59
1776,2013,12,Audi ,Audi Q3,59
1777,2013,12,Toyota ,Toyota Avensis,58
1778,2014,1,Nissan ,Nissan Leaf,650
1779,2014,1,Toyota ,Toyota Auris,563
1780,2014,1,Volkswagen ,Volkswagen Golf,465
1781,2014,1,Mazda ,Mazda CX-5,406
1782,2014,1,Skoda ,Skoda Octavia,378
1783,2014,1,Toyota ,Toyota Yaris,351
1784,2014,1,Suzuki ,Suzuki SX4,314
1785,2014,1,Toyota ,Toyota Rav4,282
1786,2014,1,BMW ,BMW 3-serie,235
1787,2014,1,Volkswagen ,Volkswagen Tiguan,231
1788,2014,1,Volkswagen ,Volkswagen up!,218
1789,2014,1,Volkswagen ,Volkswagen Passat,207
1790,2014,1,BMW ,BMW X3,186
1791,2014,1,Peugeot ,Peugeot 2008,183
1792,2014,1,Mitsubishi ,Mitsubishi Outlander,174
1793,2014,1,Volvo ,Volvo XC60,174
1794,2014,1,Volvo ,Volvo V70,166
1795,2014,1,Peugeot ,Peugeot 308,160
1796,2014,1,Ford ,Ford Kuga,152
1797,2014,1,Audi ,Audi A3,151
1798,2014,2,Volkswagen ,Volkswagen Golf,488
1799,2014,2,Nissan ,Nissan Leaf,484
1800,2014,2,Toyota ,Toyota Auris,453
1801,2014,2,Tesla ,Tesla Model S,431
1802,2014,2,Toyota ,Toyota Rav4,342
1803,2014,2,Toyota ,Toyota Yaris,314
1804,2014,2,Skoda ,Skoda Octavia,308
1805,2014,2,Nissan ,Nissan Qashqai,292
1806,2014,2,Volkswagen ,Volkswagen up!,265
1807,2014,2,Mitsubishi ,Mitsubishi Outlander,238
1808,2014,2,Mazda ,Mazda CX-5,214
1809,2014,2,Volkswagen ,Volkswagen Passat,211
1810,2014,2,Suzuki ,Suzuki SX4,209
1811,2014,2,Volvo ,Volvo V40,209
1812,2014,2,Volkswagen ,Volkswagen Tiguan,194
1813,2014,2,Volvo ,Volvo V70,194
1814,2014,2,Peugeot ,Peugeot 2008,184
1815,2014,2,BMW ,BMW 3-serie,182
1816,2014,2,Volvo ,Volvo XC60,163
1817,2014,2,BMW ,BMW X3,147
1818,2014,3,Tesla ,Tesla Model S,1493
1819,2014,3,Volkswagen ,Volkswagen Golf,624
1820,2014,3,Toyota ,Toyota Auris,472
1821,2014,3,Volkswagen ,Volkswagen up!,444
1822,2014,3,Nissan ,Nissan Leaf,425
1823,2014,3,Nissan ,Nissan Qashqai,403
1824,2014,3,Mazda ,Mazda CX-5,389
1825,2014,3,Toyota ,Toyota Rav4,369
1826,2014,3,Mitsubishi ,Mitsubishi Outlander,341
1827,2014,3,BMW ,BMW i3,336
1828,2014,3,Toyota ,Toyota Yaris,304
1829,2014,3,Skoda ,Skoda Octavia,301
1830,2014,3,Volvo ,Volvo V40,267
1831,2014,3,Volvo ,Volvo V70,233
1832,2014,3,Volvo ,Volvo XC60,223
1833,2014,3,BMW ,BMW 3-serie,220
1834,2014,3,Audi ,Audi A3,201
1835,2014,3,Volkswagen ,Volkswagen Tiguan,193
1836,2014,3,Volkswagen ,Volkswagen Passat,190
1837,2014,3,Suzuki ,Suzuki SX4,168
1838,2014,4,Volkswagen ,Volkswagen Golf,766
1839,2014,4,Nissan ,Nissan Leaf,451
1840,2014,4,Toyota ,Toyota Auris,418
1841,2014,4,Skoda ,Skoda Octavia,398
1842,2014,4,Volkswagen ,Volkswagen up!,348
1843,2014,4,Nissan ,Nissan Qashqai,334
1844,2014,4,Mitsubishi ,Mitsubishi Outlander,311
1845,2014,4,Volkswagen ,Volkswagen Passat,290
1846,2014,4,Volkswagen ,Volkswagen Tiguan,278
1847,2014,4,Toyota ,Toyota Rav4,274
1848,2014,4,Toyota ,Toyota Yaris,268
1849,2014,4,Ford ,Ford Focus,266
1850,2014,4,Volvo ,Volvo V40,258
1851,2014,4,Audi ,Audi A3,240
1852,2014,4,BMW ,BMW i3,236
1853,2014,4,Mazda ,Mazda CX-5,229
1854,2014,4,Volvo ,Volvo V70,220
1855,2014,4,BMW ,BMW 3-serie,216
1856,2014,4,Tesla ,Tesla Model S,171
1857,2014,4,Suzuki ,Suzuki SX4,165
1858,2014,5,Volkswagen ,Volkswagen Golf,565
1859,2014,5,Volkswagen ,Volkswagen up!,465
1860,2014,5,Skoda ,Skoda Octavia,412
1861,2014,5,Toyota ,Toyota Auris,408
1862,2014,5,Toyota ,Toyota Yaris,378
1863,2014,5,Tesla ,Tesla Model S,371
1864,2014,5,Mazda ,Mazda CX-5,366
1865,2014,5,Nissan ,Nissan Qashqai,358
1866,2014,5,Toyota ,Toyota Rav4,348
1867,2014,5,Nissan ,Nissan Leaf,342
1868,2014,5,Volvo ,Volvo V40,327
1869,2014,5,Mitsubishi ,Mitsubishi Outlander,248
1870,2014,5,Audi ,Audi A3,219
1871,2014,5,Volkswagen ,Volkswagen Passat,206
1872,2014,5,Volvo ,Volvo V70,192
1873,2014,5,Volkswagen ,Volkswagen Tiguan,188
1874,2014,5,BMW ,BMW 3-serie,165
1875,2014,5,Suzuki ,Suzuki SX4,163
1876,2014,5,Ford ,Ford Focus,159
1877,2014,5,BMW ,BMW i3,131
1878,2014,6,Volkswagen ,Volkswagen Golf,723
1879,2014,6,Tesla ,Tesla Model S,536
1880,2014,6,Toyota ,Toyota Auris,399
1881,2014,6,Skoda ,Skoda Octavia,381
1882,2014,6,Toyota ,Toyota Yaris,331
1883,2014,6,Nissan ,Nissan Leaf,313
1884,2014,6,Toyota ,Toyota Rav4,308
1885,2014,6,Mazda ,Mazda CX-5,283
1886,2014,6,Volvo ,Volvo V40,275
1887,2014,6,Volkswagen ,Volkswagen up!,251
1888,2014,6,Ford ,Ford Focus,239
1889,2014,6,Mitsubishi ,Mitsubishi Outlander,211
1890,2014,6,Nissan ,Nissan Qashqai,208
1891,2014,6,Audi ,Audi A3,196
1892,2014,6,Volkswagen ,Volkswagen Passat,195
1893,2014,6,Volvo ,Volvo V70,193
1894,2014,6,BMW ,BMW i3,146
1895,2014,6,Volkswagen ,Volkswagen Tiguan,138
1896,2014,6,Suzuki ,Suzuki SX4,135
1897,2014,6,BMW ,BMW 3-serie,123
1898,2014,7,Volkswagen ,Volkswagen Golf,1136
1899,2014,7,Toyota ,Toyota Auris,456
1900,2014,7,Volkswagen ,Volkswagen up!,338
1901,2014,7,Skoda ,Skoda Octavia,336
1902,2014,7,Mazda ,Mazda CX-5,323
1903,2014,7,Toyota ,Toyota Rav4,319
1904,2014,7,Nissan ,Nissan Leaf,313
1905,2014,7,Volvo ,Volvo V40,304
1906,2014,7,Toyota ,Toyota Yaris,289
1907,2014,7,Nissan ,Nissan Qashqai,259
1908,2014,7,Volvo ,Volvo V70,252
1909,2014,7,Audi ,Audi A3,222
1910,2014,7,Volkswagen ,Volkswagen Tiguan,218
1911,2014,7,Mitsubishi ,Mitsubishi Outlander,217
1912,2014,7,Volkswagen ,Volkswagen Passat,188
1913,2014,7,Suzuki ,Suzuki SX4,174
1914,2014,7,Ford ,Ford Focus,150
1915,2014,7,BMW ,BMW 3-serie,141
1916,2014,7,BMW ,BMW i3,124
1917,2014,7,Tesla ,Tesla Model S,114
1918,2014,8,Volkswagen ,Volkswagen Golf,1075
1919,2014,8,Toyota ,Toyota Auris,461
1920,2014,8,Nissan ,Nissan Leaf,400
1921,2014,8,Volkswagen ,Volkswagen up!,364
1922,2014,8,Mazda ,Mazda CX-5,360
1923,2014,8,Skoda ,Skoda Octavia,354
1924,2014,8,Toyota ,Toyota Rav4,301
1925,2014,8,Mitsubishi ,Mitsubishi Outlander,280
1926,2014,8,Toyota ,Toyota Yaris,204
1927,2014,8,BMW ,BMW i3,202
1928,2014,8,Audi ,Audi A3,200
1929,2014,8,Nissan ,Nissan Qashqai,199
1930,2014,8,Volvo ,Volvo V70,197
1931,2014,8,Tesla ,Tesla Model S,183
1932,2014,8,Volvo ,Volvo V40,176
1933,2014,8,Volkswagen ,Volkswagen Passat,169
1934,2014,8,Volkswagen ,Volkswagen Tiguan,167
1935,2014,8,Ford ,Ford Focus,144
1936,2014,8,Suzuki ,Suzuki SX4,142
1937,2014,8,BMW ,BMW 3-serie,139
1938,2014,9,Volkswagen ,Volkswagen Golf,939
1939,2014,9,Toyota ,Toyota Auris,537
1940,2014,9,Nissan ,Nissan Leaf,367
1941,2014,9,Mazda ,Mazda CX-5,361
1942,2014,9,Mitsubishi ,Mitsubishi Outlander,346
1943,2014,9,Toyota ,Toyota Yaris,339
1944,2014,9,Skoda ,Skoda Octavia,323
1945,2014,9,Toyota ,Toyota Rav4,294
1946,2014,9,Volkswagen ,Volkswagen up!,289
1947,2014,9,Volvo ,Volvo V40,272
1948,2014,9,Volvo ,Volvo V70,266
1949,2014,9,Suzuki ,Suzuki SX4,196
1950,2014,9,Nissan ,Nissan Qashqai,189
1951,2014,9,Ford ,Ford Focus,161
1952,2014,9,BMW ,BMW i3,149
1953,2014,9,Audi ,Audi A3,146
1954,2014,9,Volkswagen ,Volkswagen Passat,143
1955,2014,9,BMW ,BMW 3-serie,108
1956,2014,9,Tesla ,Tesla Model S,104
1957,2014,9,Volkswagen ,Volkswagen Tiguan,99
1958,2014,10,Volkswagen ,Volkswagen Golf,1038
1959,2014,10,Skoda ,Skoda Octavia,483
1960,2014,10,Toyota ,Toyota Auris,480
1961,2014,10,Toyota ,Toyota Yaris,440
1962,2014,10,Nissan ,Nissan Leaf,372
1963,2014,10,Volvo ,Volvo V70,343
1964,2014,10,Volvo ,Volvo V40,337
1965,2014,10,Mazda ,Mazda CX-5,331
1966,2014,10,Volkswagen ,Volkswagen up!,326
1967,2014,10,Nissan ,Nissan Qashqai,296
1968,2014,10,Toyota ,Toyota Rav4,279
1969,2014,10,Peugeot ,Peugeot 308,260
1970,2014,10,Mitsubishi ,Mitsubishi Outlander,229
1971,2014,10,Volkswagen ,Volkswagen Tiguan,227
1972,2014,10,Audi ,Audi A3,221
1973,2014,10,Suzuki ,Suzuki SX4,208
1974,2014,10,Volkswagen ,Volkswagen Passat,169
1975,2014,10,Ford ,Ford Focus,139
1976,2014,10,BMW ,BMW i3,130
1977,2014,10,Tesla ,Tesla Model S,36
1978,2014,11,Volkswagen ,Volkswagen Golf,870
1979,2014,11,Toyota ,Toyota Auris,381
1980,2014,11,Mazda ,Mazda CX-5,368
1981,2014,11,Skoda ,Skoda Octavia,361
1982,2014,11,Toyota ,Toyota Yaris,361
1983,2014,11,Nissan ,Nissan Leaf,311
1984,2014,11,Toyota ,Toyota Rav4,294
1985,2014,11,Volvo ,Volvo V40,287
1986,2014,11,Volkswagen ,Volkswagen up!,283
1987,2014,11,Volvo ,Volvo V70,283
1988,2014,11,Mitsubishi ,Mitsubishi Outlander,230
1989,2014,11,Ford ,Ford Focus,219
1990,2014,11,Volvo ,Volvo XC60,215
1991,2014,11,Volkswagen ,Volkswagen Tiguan,212
1992,2014,11,Tesla ,Tesla Model S,202
1993,2014,11,Nissan ,Nissan Qashqai,191
1994,2014,11,Volkswagen ,Volkswagen Passat,167
1995,2014,11,Audi ,Audi A3,157
1996,2014,11,BMW ,BMW i3,156
1997,2014,11,Suzuki ,Suzuki SX4,150
1998,2014,12,Volkswagen ,Volkswagen Golf,990
1999,2014,12,Volvo ,Volvo V70,562
2000,2014,12,Volvo ,Volvo V40,535
2001,2014,12,Volvo ,Volvo XC60,524
2002,2014,12,Skoda ,Skoda Octavia,392
2003,2014,12,Toyota ,Toyota Auris,357
2004,2014,12,Nissan ,Nissan Leaf,353
2005,2014,12,Volkswagen ,Volkswagen Passat,324
2006,2014,12,Toyota ,Toyota Yaris,312
2007,2014,12,Tesla ,Tesla Model S,267
2008,2014,12,Mazda ,Mazda CX-5,216
2009,2014,12,Volkswagen ,Volkswagen up!,216
2010,2014,12,Peugeot ,Peugeot 308,206
2011,2014,12,Audi ,Audi A3,205
2012,2014,12,Toyota ,Toyota Rav4,204
2013,2014,12,Volkswagen ,Volkswagen Tiguan,195
2014,2014,12,Ford ,Ford Focus,190
2015,2014,12,Mitsubishi ,Mitsubishi Outlander,163
2016,2014,12,Nissan ,Nissan Qashqai,146
2017,2014,12,Suzuki ,Suzuki SX4,121
2018,2015,1,Volkswagen ,Volkswagen Golf,1313
2019,2015,1,Volkswagen ,Volkswagen Golf,1199
2020,2015,1,Toyota ,Toyota Rav4,535
2021,2015,1,Toyota ,Toyota Yaris,328
2022,2015,1,Mitsubishi ,Mitsubishi Outlander,326
2023,2015,1,Nissan ,Nissan Qashqai,315
2024,2015,1,Toyota ,Toyota Auris,313
2025,2015,1,Nissan ,Nissan Leaf,309
2026,2015,1,Skoda ,Skoda Octavia,289
2027,2015,1,Volkswagen ,Volkswagen Passat,254
2028,2015,1,Mazda ,Mazda CX-5,252
2029,2015,1,Hyundai ,Hyundai i20,217
2030,2015,1,Volkswagen ,Volkswagen up!,194
2031,2015,1,Mercedes-Benz ,Mercedes-Benz C-klasse,178
2032,2015,1,Suzuki ,Suzuki SX4,170
2033,2015,1,Ford ,Ford Kuga,147
2034,2015,1,Ford ,Ford Focus,143
2035,2015,1,Ford ,Ford Mondeo,124
2036,2015,1,Audi ,Audi A3,119
2037,2015,1,Volkswagen ,Volkswagen Tiguan,118
2038,2015,1,Nissan ,Nissan X-Trail,116
2039,2015,2,Toyota ,Toyota Rav4,450
2040,2015,2,Toyota ,Toyota Auris,365
2041,2015,2,Skoda ,Skoda Octavia,362
2042,2015,2,Toyota ,Toyota Yaris,338
2043,2015,2,Tesla ,Tesla Model S,321
2044,2015,2,Nissan ,Nissan Qashqai,247
2045,2015,2,Nissan ,Nissan Leaf,247
2046,2015,2,Audi ,Audi A3,207
2047,2015,2,Volkswagen ,Volkswagen Passat,204
2048,2015,2,Volkswagen ,Volkswagen up!,194
2049,2015,2,Suzuki ,Suzuki SX4,185
2050,2015,2,Mazda ,Mazda CX-5,180
2051,2015,2,Mercedes-Benz ,Mercedes-Benz C-klasse,172
2052,2015,2,Nissan ,Nissan X-Trail,163
2053,2015,2,Ford ,Ford Mondeo,162
2054,2015,2,Mitsubishi ,Mitsubishi Outlander,157
2055,2015,2,Ford ,Ford Focus,157
2056,2015,2,Ford ,Ford Kuga,133
2057,2015,2,Hyundai ,Hyundai i20,76
2058,2015,3,Volkswagen ,Volkswagen Golf,1421
2059,2015,3,Tesla ,Tesla Model S,1140
2060,2015,3,Nissan ,Nissan Leaf,526
2061,2015,3,Toyota ,Toyota Auris,486
2062,2015,3,Skoda ,Skoda Octavia,411
2063,2015,3,Toyota ,Toyota Rav4,385
2064,2015,3,Toyota ,Toyota Yaris,379
2065,2015,3,Ford ,Ford Mondeo,284
2066,2015,3,Audi ,Audi A3,281
2067,2015,3,Nissan ,Nissan Qashqai,272
2068,2015,3,Volvo ,Volvo XC60,244
2069,2015,3,Volvo ,Volvo V70,232
2070,2015,3,Volkswagen ,Volkswagen Passat,229
2071,2015,3,Renault ,Renault Zoe,228
2072,2015,3,Volkswagen ,Volkswagen up!,217
2073,2015,3,Mitsubishi ,Mitsubishi Outlander,204
2074,2015,3,Suzuki ,Suzuki SX4,187
2075,2015,3,Mazda ,Mazda CX-5,180
2076,2015,3,Ford ,Ford Focus,180
2077,2015,3,Peugeot ,Peugeot 308,168
2078,2015,3,BMW ,BMW X3,159
2079,2015,3,BMW ,BMW 3-serie,154
2080,2015,3,Kia ,Kia Sportage,141
2081,2015,3,Volkswagen ,Volkswagen Polo,139
2082,2015,3,Mercedes-Benz ,Mercedes-Benz C-klasse,133
2083,2015,3,Ford ,Ford Fiesta,125
2084,2015,3,Ford ,Ford Kuga,119
2085,2015,3,BMW ,BMW i3,109
2086,2015,3,Hyundai ,Hyundai i20,106
2087,2015,3,Toyota ,Toyota Prius,99
2088,2015,3,Toyota ,Toyota Avensis,98
2089,2015,3,Mercedes-Benz ,Mercedes-Benz B-klasse,91
2090,2015,3,Volvo ,Volvo V60,70
2091,2015,3,Ford ,Ford S-Max,61
2092,2015,3,Suzuki ,Suzuki Vitara,60
2093,2015,3,Skoda ,Skoda Superb,55
2094,2015,3,BMW ,BMW X1,48
2095,2015,3,Opel ,Opel Astra,31
2096,2015,3,BMW ,BMW X5,29
2097,2015,4,Volkswagen ,Volkswagen Golf,1595
2098,2015,4,Toyota ,Toyota Auris,509
2099,2015,4,Skoda ,Skoda Octavia,460
2100,2015,4,Mazda ,Mazda CX-5,355
2101,2015,4,Volkswagen ,Volkswagen Passat,354
2102,2015,4,Toyota ,Toyota Yaris,330
2103,2015,4,Audi ,Audi A3,327
2104,2015,4,Toyota ,Toyota Rav4,302
2105,2015,4,Mitsubishi ,Mitsubishi Outlander,280
2106,2015,4,Tesla ,Tesla Model S,230
2107,2015,4,Volvo ,Volvo V70,221
2108,2015,4,Ford ,Ford Mondeo,221
2109,2015,4,Volkswagen ,Volkswagen up!,210
2110,2015,4,Ford ,Ford Focus,193
2111,2015,4,Volvo ,Volvo V40,189
2112,2015,4,Volkswagen ,Volkswagen Polo,183
2113,2015,4,Peugeot ,Peugeot 308,181
2114,2015,4,Mercedes-Benz ,Mercedes-Benz B-klasse,178
2115,2015,4,Volvo ,Volvo XC60,174
2116,2015,4,Nissan ,Nissan Leaf,167
2117,2015,4,Mercedes-Benz ,Mercedes-Benz C-klasse,166
2118,2015,4,BMW ,BMW X3,157
2119,2015,4,Renault ,Renault Zoe,154
2120,2015,4,Nissan ,Nissan Qashqai,147
2121,2015,4,Kia ,Kia Sportage,137
2122,2015,4,Volvo ,Volvo V60,128
2123,2015,4,BMW ,BMW i3,102
2124,2015,4,Ford ,Ford Fiesta,92
2125,2015,4,BMW ,BMW 3-serie,91
2126,2015,4,Toyota ,Toyota Prius,72
2127,2015,4,Ford ,Ford Kuga,72
2128,2015,4,Skoda ,Skoda Superb,61
2129,2015,4,Suzuki ,Suzuki Vitara,58
2130,2015,4,BMW ,BMW 2-serie,48
2131,2015,4,Mercedes-Benz ,Mercedes-Benz E-klasse,48
2132,2015,4,BMW ,BMW X1,32
2133,2015,4,Opel ,Opel Astra,30
2134,2015,4,Ford ,Ford S-Max,29
2135,2015,4,Toyota ,Toyota Avensis,25
2136,2015,4,BMW ,BMW X5,23
2137,2015,5,Volkswagen ,Volkswagen Golf,1323
2138,2015,5,Mitsubishi ,Mitsubishi Outlander,399
2139,2015,5,Toyota ,Toyota Yaris,371
2140,2015,5,Toyota ,Toyota Auris,352
2141,2015,5,Tesla ,Tesla Model S,346
2142,2015,5,Skoda ,Skoda Octavia,329
2143,2015,5,Audi ,Audi A3,303
2144,2015,5,Toyota ,Toyota Rav4,296
2145,2015,5,Mazda ,Mazda CX-5,286
2146,2015,5,Volvo ,Volvo V70,272
2147,2015,5,Ford ,Ford Focus,242
2148,2015,5,Volkswagen ,Volkswagen Passat,236
2149,2015,5,Ford ,Ford Mondeo,232
2150,2015,5,Volvo ,Volvo V40,211
2151,2015,5,Peugeot ,Peugeot 308,196
2152,2015,5,Nissan ,Nissan Qashqai,188
2153,2015,5,Nissan ,Nissan Leaf,176
2154,2015,5,Volvo ,Volvo XC60,152
2155,2015,5,Mercedes-Benz ,Mercedes-Benz C-klasse,144
2156,2015,5,Volkswagen ,Volkswagen up!,130
2157,2015,6,Volkswagen ,Volkswagen Golf,1626
2158,2015,6,Tesla ,Tesla Model S,566
2159,2015,6,Mitsubishi ,Mitsubishi Outlander,487
2160,2015,6,Renault ,Renault Zoe,431
2161,2015,6,Toyota ,Toyota Yaris,371
2162,2015,6,Toyota ,Toyota Rav4,368
2163,2015,6,Skoda ,Skoda Octavia,358
2164,2015,6,Mazda ,Mazda CX-5,358
2165,2015,6,Toyota ,Toyota Auris,336
2166,2015,6,Volkswagen ,Volkswagen Passat,308
2167,2015,6,Nissan ,Nissan Qashqai,307
2168,2015,6,Audi ,Audi A3,292
2169,2015,6,Volvo ,Volvo V70,290
2170,2015,6,Ford ,Ford Mondeo,221
2171,2015,6,Peugeot ,Peugeot 308,203
2172,2015,6,Nissan ,Nissan Leaf,186
2173,2015,6,Volkswagen ,Volkswagen up!,180
2174,2015,6,Ford ,Ford Focus,174
2175,2015,6,Volvo ,Volvo XC60,164
2176,2015,6,Mercedes-Benz ,Mercedes-Benz C-klasse,142
2177,2015,7,Volkswagen ,Volkswagen Golf,1542
2178,2015,7,Toyota ,Toyota Yaris,401
2179,2015,7,Nissan ,Nissan Qashqai,385
2180,2015,7,Toyota ,Toyota Rav4,383
2181,2015,7,Volkswagen ,Volkswagen Passat,356
2182,2015,7,Skoda ,Skoda Octavia,343
2183,2015,7,Audi ,Audi A3,321
2184,2015,7,Toyota ,Toyota Auris,294
2185,2015,7,Mercedes-Benz ,Mercedes-Benz B-klasse,263
2186,2015,7,Volvo ,Volvo V70,251
2187,2015,7,Mazda ,Mazda CX-5,248
2188,2015,7,Nissan ,Nissan Leaf,239
2189,2015,7,Tesla ,Tesla Model S,222
2190,2015,7,Ford ,Ford Mondeo,193
2191,2015,7,Peugeot ,Peugeot 308,174
2192,2015,7,Ford ,Ford Focus,157
2193,2015,7,Mitsubishi ,Mitsubishi Outlander,126
2194,2015,7,Volvo ,Volvo XC60,117
2195,2015,7,Volkswagen ,Volkswagen up!,114
2196,2015,7,Renault ,Renault Zoe,24
2197,2015,8,Volkswagen ,Volkswagen Golf,1414
2198,2015,8,Toyota ,Toyota Auris,412
2199,2015,8,Skoda ,Skoda Octavia,372
2200,2015,8,Toyota ,Toyota Yaris,338
2201,2015,8,Nissan ,Nissan Leaf,338
2202,2015,8,Toyota ,Toyota Rav4,314
2203,2015,8,Ford ,Ford Mondeo,303
2204,2015,8,Volkswagen ,Volkswagen Passat,240
2205,2015,8,Mazda ,Mazda CX-5,225
2206,2015,8,Tesla ,Tesla Model S,220
2207,2015,8,Mercedes-Benz ,Mercedes-Benz B-klasse,220
2208,2015,8,Nissan ,Nissan Qashqai,198
2209,2015,8,Audi ,Audi A3,198
2210,2015,8,Volkswagen ,Volkswagen up!,190
2211,2015,8,Ford ,Ford Focus,183
2212,2015,8,Volvo ,Volvo V70,162
2213,2015,8,Peugeot ,Peugeot 308,145
2214,2015,8,Mercedes-Benz ,Mercedes-Benz C-klasse,126
2215,2015,8,Volvo ,Volvo XC60,95
2216,2015,8,Mitsubishi ,Mitsubishi Outlander,88
2217,2015,9,Volkswagen ,Volkswagen Golf,1102
2218,2015,9,Toyota ,Toyota Auris,535
2219,2015,9,Nissan ,Nissan Leaf,492
2220,2015,9,Toyota ,Toyota Yaris,364
2221,2015,9,Toyota ,Toyota Rav4,314
2222,2015,9,Skoda ,Skoda Octavia,311
2223,2015,9,BMW ,BMW i3,266
2224,2015,9,Mazda ,Mazda CX-5,256
2225,2015,9,Nissan ,Nissan Qashqai,246
2226,2015,9,Volvo ,Volvo V70,238
2227,2015,9,Mitsubishi ,Mitsubishi Outlander,222
2228,2015,9,Ford ,Ford Mondeo,185
2229,2015,9,Volkswagen ,Volkswagen Passat,184
2230,2015,9,Volkswagen ,Volkswagen up!,180
2231,2015,9,Volvo ,Volvo XC60,169
2232,2015,9,Ford ,Ford Focus,168
2233,2015,9,Mercedes-Benz ,Mercedes-Benz B-klasse,153
2234,2015,9,Audi ,Audi A3,148
2235,2015,9,Tesla ,Tesla Model S,127
2236,2015,9,Peugeot ,Peugeot 308,112
2237,2015,10,Volkswagen ,Volkswagen Golf,1368
2238,2015,10,Toyota ,Toyota Auris,574
2239,2015,10,Mitsubishi ,Mitsubishi Outlander,527
2240,2015,10,Skoda ,Skoda Octavia,386
2241,2015,10,Toyota ,Toyota Yaris,379
2242,2015,10,Nissan ,Nissan Leaf,355
2243,2015,10,BMW ,BMW i3,326
2244,2015,10,Volvo ,Volvo V70,314
2245,2015,10,Volkswagen ,Volkswagen Passat,286
2246,2015,10,Mazda ,Mazda CX-5,281
2247,2015,10,Toyota ,Toyota Rav4,232
2248,2015,10,Nissan ,Nissan Qashqai,222
2249,2015,10,Tesla ,Tesla Model S,198
2250,2015,10,Audi ,Audi A3,192
2251,2015,10,Peugeot ,Peugeot 308,170
2252,2015,10,Volvo ,Volvo XC60,166
2253,2015,10,Ford ,Ford Mondeo,156
2254,2015,10,Ford ,Ford Focus,150
2255,2015,10,Volkswagen ,Volkswagen up!,137
2256,2015,10,Mercedes-Benz ,Mercedes-Benz B-klasse,108
2257,2015,11,Volkswagen ,Volkswagen Golf,1435
2258,2015,11,Mitsubishi ,Mitsubishi Outlander,578
